class,binSpecies,sex,n,n_dead,infant_cutoff_d,ndims,L,rms,arm,wall_s,rho_eta,rho_beta,rho_eps,kappa,omega,s,beta_xc_eps,external_hazard
Mammalia,Dasyprocta punctata,f,259,178,183.09863013698632,4,2794.1517908640526,0.0140943072854423,removal,61.61523818294518,2.1966893856827188,11.555906693707753,1.944114118913982,0.1978978157838719,-5.37908855201781,0.7623643360108624,5.944047513097171,
Reptilia,Acrantophis dumerili,m,269,115,415.5301369863014,4,7923.3577268424,0.038001196200105,removal,49.60031093703583,8.136632599037679,21.277120507642294,3.4469505464081878,0.0011088477589208,-4.992472034754164,0.8275367712342526,6.17273738661949,
Mammalia,Leontocebus fuscicollis,m,176,92,205.0935483870968,4,4067.6376953942913,0.0201418497870075,removal,58.63380007608794,1.379681267989174,2.511437817062788,0.9070923230951716,0.0010022416143619,-2.008171755717835,1.294904954384425,2.768668362767401,
Aves,Tyto alba,f,852,336,291.1584239130435,4,4770.53355828402,0.0131348089847678,removal,120.36899941414596,16.06587652893079,56.782422582740814,7.947814956603118,0.0010109653238011,-6.133696441658333,0.5043179954989616,7.144406719681546,
Aves,Anas sparsa,f,118,56,137.17313432835823,4,3012.5015905547884,0.0272261596343976,removal,596.306726543,1.3853838735980837,44.10863317160111,7.316528378368206,0.0202061563877902,-5.933953781026004,0.1608718301480854,6.028628728074255,
Aves,Anas poecilorhyncha,m,240,132,208.9818791946309,4,3133.595809945004,0.0235019541451374,production,197.68966936599463,0.6037712350899533,0.0001000205478651,0.3429395821046497,4.999895697679467,0.879996398039058,2.265784465775484,0.0002916564697818,
Reptilia,Python bivittatus,m,174,88,407.3096153846154,4,9672.212080047875,0.0176733271024114,removal,52.745170002803206,14.499334075048068,18.76849556981137,3.4098033595735004,0.0010172558378692,-3.3781503851084587,1.116721027623798,5.504275053608646,
Mammalia,Panthera uncia,m,830,588,312.94620853080573,4,4874.582429268075,0.0336960114958467,removal,60.728450383991,9.705259118298391,13.896931757034013,1.9759197748525144,0.001043860289353,-4.577261846858076,1.5766462415522553,7.033145745034764,
Mammalia,Choloepus didactylus,m,364,133,325.84770114942535,4,7829.105779319909,0.0403112715771772,removal,78.6174514980521,5.461255513080097,27.76410728065829,4.806043470431571,0.001050145373669,-5.20875012432426,0.4862488121555488,5.776915554649601,
Mammalia,Equus zebra,m,314,138,274.8567073170732,4,4947.446446527265,0.0269224653446246,removal,82.18272776599042,6.164874863809419,27.33690790763918,4.670148478044736,0.0010317364715297,-5.193511638818207,0.5316568875599322,5.853541495769402,
Aves,Anas platyrhynchos,m,1064,381,169.4766826923077,4,4316.317283573711,0.0257225527686458,removal,372.6878112861887,0.6863242670622273,26.030546816822135,4.3608246281463945,0.0859539928440748,-5.890487894765369,0.1899748261422392,5.969179922717196,
Aves,Anas erythrorhyncha,f,124,80,199.45204081632653,4,2971.034852958458,0.028372281131169,removal,142.19848023890518,5.029874256532039,19.32111990891528,3.5278035422154925,0.0011409476620043,-4.7639225312685145,0.6357321458145319,5.476812888730602,
Aves,Cyanoramphus novaezelandiae,m,144,77,164.79166666666669,5,2008.0345671309883,0.0538668168789544,removal,19.732852375134826,0.0014707470226309,0.124058413366057,0.0023358619778748,0.0018608604450744,-52.79551661136185,16.418058979217374,53.11033551687975,8.030712826011593
Aves,Anas undulata,f,342,211,151.58132295719847,4,2473.379839595148,0.0142457255452354,removal,107.6112795600202,0.7808744781113096,2.1290363772970675,0.9228763284371956,0.0010020690389887,-1.8838917899059853,0.9575183548022436,2.3069574023015527,
Mammalia,Coendou prehensilis,f,226,142,327.14464285714286,4,4617.904446580465,0.027333887863893,removal,56.27492203097791,4.4407890211621925,12.272340188684227,2.408732670701258,0.001011610847783,-4.173126308440319,0.8748658555273068,5.094936577213179,
Aves,Geronticus calvus,m,134,77,300.4224719101124,4,4547.72000540497,0.0355463999093692,removal,78.7412978541106,5.178645106792672,24.103629748051485,4.269868530877576,0.0010029770289544,-5.038634571316266,0.5329587190978632,5.645051966763371,
Reptilia,Uroplatus phantasticus,f,146,131,69.85870967741936,4,901.2834636732472,0.0181645139277537,removal,101.27300943387672,0.634630108121219,0.6710149779760868,0.5684667112418909,0.001000000000126,-0.6221998877344513,1.4013780088723522,1.180394497525045,
Mammalia,Macroscelides proboscideus,m,813,550,84.29411764705884,4,1542.674738747383,0.0133294684494142,removal,67.99441709811799,3.551395530545245,11.925418022043653,2.7149101075653923,0.0010253119764635,-3.738510615319354,0.6941351987517425,4.3925645968211535,
Mammalia,Elaphodus cephalophus,f,127,82,299.63020833333337,4,4157.256534970117,0.0206978535903289,removal,90.68413790501654,4.855625876679916,17.175746383480995,3.207368957255656,0.0010307548676688,-4.598140607359347,0.6870268133267897,5.355089050365194,
Reptilia,Aspidoscelis uniparens,f,518,425,48.687086092715234,4,767.9770128993878,0.0165509023734946,removal,122.63673908589408,0.776134626127739,4.570238365457386,1.4564935868269602,0.0010014907411576,-2.871396819195457,0.6048670860588364,3.1378362436966616,
Reptilia,Chelonoidis carbonarius,f,351,76,453.47317073170734,4,15287.871184976364,0.0365245781868268,removal,168.30385561590083,0.0001045296852604,12.052317368778228,1.9871340443505328,0.206306566984139,-6.065149524361711,0.0051450862258866,6.065175825980758,
Mammalia,Elephas maximus,f,489,96,526.8198347107439,5,1737.2147834737143,0.0362086449022872,removal,130.04747174307704,0.3087271584642535,4.402716444257698,0.1705160537577572,0.0036530590708689,-24.914679711395213,3.258533157798408,25.819952709628115,10.790280497218736
Aves,Sibirionetta formosa,m,222,114,142.5592,4,2633.43607466551,0.0149880600711123,removal,103.85810956987552,0.6497482916576311,13.341103879255249,2.5443608825525152,0.1289375336809388,-5.115716808367408,0.3168063392086959,5.243400796930736,
Aves,Burhinus grallarius,f,195,75,323.2164705882353,4,5738.872476339104,0.0254766966045736,production,145.63219904294235,0.2294520994271678,0.0001000000015935,0.4086510451353021,4.999999999525801,0.2804986089636412,1.1721775622577175,0.0002447075635409,
Reptilia,Crotalus adamanteus,f,96,52,476.4303571428572,4,5466.318362005006,0.0295279331692471,removal,57.95907380897552,6.95626066464862,7.578239792311829,1.1551863049333972,0.0010132198687393,-3.5493058067580825,2.283157607974688,6.560188395540887,
Aves,Surnia ulula,f,198,109,144.8030534351145,4,2528.311253127732,0.0255737837063607,removal,151.87505854899064,1.867831755062174,30.49676810476634,5.279872439416914,0.0371296505098811,-5.599160314278358,0.258848377492601,5.7760425947211465,
Mammalia,Echinops telfairi,m,697,379,273.45175,4,3495.748311600691,0.0109433868303784,removal,122.50652005709708,8.036435694344174,18.362715738683068,3.0493865351828027,0.0010211612855084,-4.704060218673153,0.9296495398427492,6.021773732788609,
Aves,Falco cherrug,f,211,57,354.3169230769231,4,7112.9300152535525,0.0414509587856532,removal,53.25802599918097,1.6815045121253425,1.3161133080608178,0.5615620100799844,0.0010429427903598,-0.846497881739614,2.3091454989434483,2.343665141937506,
Mammalia,Vicugna pacos,f,1840,589,329.4452876376989,4,5927.361549348419,0.0155395463169523,removal,83.89241031417623,10.73572965090663,15.816984267952805,2.247606864669037,0.0010509344964027,-4.648997832651723,1.4577915662772358,7.037255721445695,
Mammalia,Gulo gulo,m,136,65,325.2779069767442,5,405.7818043189837,0.0280169574272078,removal,104.4261612072587,0.4938824289575351,7.711340840995129,0.4189063595375191,0.0029862592717311,-17.81877848490342,1.677624786606919,18.40826873458928,9.83451233575876
Aves,Gallicolumba crinigera,f,224,133,148.4,4,2598.1602830307056,0.0144077453804982,removal,171.91594003606588,0.0018674685726043,39.45082555036753,5.631944150612516,0.1576663271112788,-7.00466672983445,0.0076730550046662,7.004832522367424,
Mammalia,Ursus thibetanus,m,192,90,470.8048,4,7915.858038545805,0.0201719822840201,removal,109.88131954427809,12.01748405884373,24.38738899221869,2.8550173451638674,0.0861377331655485,-6.437315343785402,1.2142218011292163,8.541940746359614,
Mammalia,Cervus elaphus,f,1674,671,234.54866023579848,4,4938.54272827778,0.0292201133969451,removal,85.3081722559873,9.640624635239517,28.054677934437308,4.35415674242801,0.001259462133282,-5.336134409314203,0.7130968662885874,6.443194306963136,
Aves,Bucorvus leadbeateri,f,165,38,164.92075471698115,5,2258.7077453777997,0.0577924949770077,removal,32.70264566317201,1.0,45.53452633428629,0.8876277614165886,0.0653169826434447,-50.73582451095773,1.1265983821912844,51.299123702053365,9.799785330422704
Mammalia,Syncerus caffer,m,821,334,186.27728285077956,5,40819.92706691868,0.0443022496914368,production,118.97113186004572,31.121504327073787,0.1354391452098166,0.1404022998039141,1.9470902734193247,109.86510220893864,39.73343107912569,0.9646504750917252,8.65548499101454
Aves,Neophema pulchella,f,105,70,103.97916666666669,4,2194.530283934397,0.0182743623941516,removal,55.70790544105694,2.723225778207882,13.881595833321468,2.779747449576758,0.1326631880671642,-4.504000155166545,0.5936582182621573,4.993833463336775,
Aves,Musophaga rossae,m,135,66,219.35128205128208,4,4801.747106420468,0.0279107072382147,removal,167.05935805197805,0.0075356168807701,26.85170942002701,5.274853569072091,0.0012296812962797,-5.089798467393189,0.0164569366413299,5.090512763703229,
Mammalia,Wallabia bicolor,f,283,118,209.06423357664235,4,3552.4520196652293,0.0312420944826278,removal,65.23382883216254,6.340577639288567,18.099400443161446,3.155016004136241,0.0011076217617653,-4.731865576575531,0.7981101716831865,5.736706381024073,
Aves,Spatula cyanoptera,m,538,281,143.64877300613497,4,3002.2439138049085,0.0257379791397667,removal,200.49310577614236,1.8097025857127769,46.354579276578505,7.951523201744496,0.0010011930060202,-5.715851772117176,0.1691816565059991,5.829647741757039,
Aves,Thraupis episcopus,m,157,108,182.42954545454543,4,3189.7887951891007,0.0427304263293977,removal,165.42779224412516,0.000287344322201,61.6177039132423,8.874096958382658,0.077077606049583,-6.943530201445,0.0019101925218814,6.943546391504876,
Mammalia,Mustela nigripes,m,1457,559,125.11139088729016,4,2020.6411164701656,0.0152111706680395,removal,53.77844603220001,8.567067002364087,8.375374246594102,1.04927038630275,0.0010438795507033,-3.89970097205376,2.789514773835009,7.982093420272632,
Aves,Cariama cristata,f,242,108,344.096,4,6003.235895200746,0.0242283869115712,removal,123.84050294780172,6.111575041699736,25.84905266782993,4.449969304376741,0.0010001856111129,-5.122117387318128,0.555545404040122,5.808815949001322,
Aves,Colinus virginianus,f,417,348,88.96983240223464,4,1002.850682861156,0.0187246711357304,removal,236.41484585194848,0.2301346644041838,2.692162764295268,0.8470494161764675,0.3817485649264387,-3.042438118576407,0.5663465672390442,3.1782830055506515,
Mammalia,Pteropus rodricensis,m,1067,752,287.64758771929826,4,4082.709685203257,0.0073670474905388,removal,52.08256151503883,2.8164309878743103,7.901650359700548,1.2646659194362462,0.2448118860236679,-5.134506090476441,1.3270086132998482,6.248013991887194,
Mammalia,Cavia magna,f,196,115,72.06439393939394,4,1434.426105529361,0.0251626508262198,removal,180.6487052650191,0.0030774370300777,22.841737267128288,4.886641455715503,0.0012266880277881,-4.674007445727156,0.0113523066185528,4.674322328357483,
Mammalia,Choloepus didactylus,f,381,153,327.99800000000005,4,7230.067943861084,0.0205021533095356,removal,129.3640619078651,0.5329389846953048,1.8850223037778235,0.8832274026036653,0.0010002378579025,-1.832543699005308,0.8265444428079605,2.134243455559653,
Aves,Struthio camelus,m,1144,479,168.82559598494356,4,5157.263435889393,0.0239767584133006,removal,118.5362514029257,3.974124021543366,46.62363480119465,7.73486634340689,0.0010004767276844,-5.77082664504871,0.2577317332878808,6.027723393169695,
Mammalia,Capra aegagrus,f,754,319,149.5390873015873,4,3398.2517466408626,0.0167814706963091,removal,75.40796552505344,9.11260217386696,25.401730589241243,4.17281173866394,0.0010001880770531,-4.995535578363307,0.7234231693563151,6.087437483430399,
Mammalia,Dolichotis salinicola,m,185,80,97.97634408602153,4,2010.8107230285195,0.0457228283054594,removal,162.50811796588823,5.872868145492917,50.88186107366465,8.092135329482664,0.0010103302420342,-5.924941322500519,0.299475975391877,6.287816379971189,
Mammalia,Neotragus moschatus,f,175,121,130.68932584269663,4,2092.269414281895,0.0174683896419284,removal,65.9113708101213,1.931041792238124,5.619419960870577,1.4936085388918554,0.0010013267305005,-3.115876043534376,0.930377178093992,3.762311083893348,
Mammalia,Mandrillus sphinx,m,843,416,404.2154580152672,4,6171.695492724377,0.0325539875449428,removal,53.225092105101794,9.31976884260555,19.03091832898925,2.952870872655537,0.0010720081728926,-4.86680065856131,1.033851386279387,6.444886738943182,
Aves,Aythya collaris,f,89,53,179.6985074626866,4,3189.0117997590405,0.0351622293203374,removal,175.84106332529336,4.8939221730676845,54.32628138763236,8.649451088398694,0.0010070338090563,-5.997989903738867,0.2557643337558908,6.2808935309778136,
Aves,Eudyptes chrysolophus,m,165,52,568.1771929824562,4,8688.500730089152,0.0334540021058172,removal,41.73633078718558,11.102607075676843,13.689649107537852,1.7414766672310604,0.0010983364226737,-4.673244105325489,1.9133517815931247,7.860943166872474,
Mammalia,Erethizon dorsatum,m,186,110,187.43014705882356,4,3171.163459872198,0.0236495769116932,removal,68.46209198306315,2.4506132991361103,12.296252396258437,2.670387973103143,0.0010364331358448,-4.145819206122813,0.586223237589901,4.604668879619575,
Aves,Branta sandvicensis,f,1115,548,295.9697674418605,4,5720.241250515437,0.0085921728422253,removal,75.13270852388814,0.5729258363648495,2.721707978824961,1.099396924286399,0.0010021460918686,-2.215073561555773,0.6884853223458867,2.475637250478555,
Reptilia,Phelsuma klemmeri,m,129,58,168.425,4,5424.798927777807,0.0484818059985657,removal,155.8607081011869,0.0032533577505576,37.05239122301528,7.072637309048253,0.0038432540877469,-5.238606608137499,0.0080646314211532,5.238836604220176,
Aves,Musophaga rossae,f,125,63,252.2733333333333,4,4675.440626516154,0.0290956611270105,removal,72.8954562060535,0.9012362163541884,9.553213771852487,1.8381216742858424,0.1923452522230837,-4.952118127442236,0.5164699546148822,5.197269530899883,
Aves,Agapornis roseicollis,f,224,85,151.33522727272728,4,3382.6716622176687,0.0314626310027032,removal,373.3521482271608,0.0001000000000281,1.2612748215040126,0.82123901043121,0.0010000000000916,-1.5357585373858025,0.0121767230664738,1.535819421001143,
Aves,Speculanas specularis,f,75,47,150.32222222222222,4,2926.5138337806047,0.0266510699918296,removal,229.26008668798025,0.0001000619382395,1.705228380205421,1.0045737156847947,0.0010001254414616,-1.6974148562845088,0.0099575534143513,1.6974646594680272,
Mammalia,Okapia johnstoni,f,219,143,473.7789473684211,4,6191.178223347174,0.0198460662140754,removal,42.95680446131155,2.030270314001309,1.3785024325651591,0.4647420403419909,0.0010000018632487,-0.78186874442672,3.065949321668777,2.966166847205725,
Mammalia,Mustela putorius,f,799,459,205.62546972860127,4,2616.235381045228,0.0164232562127773,removal,76.62335567781702,28.35165015608767,39.864149080337846,4.55836586011494,0.0010363448383771,-5.635423919581188,1.1680999124552092,8.745271946936848,
Aves,Meleagris gallopavo,f,667,418,172.07620137299773,4,2257.359330324028,0.0110235160243624,removal,77.78350802604109,1.184898046155996,5.069297055231792,1.11861679137863,0.2374089358082364,-4.0021284023783865,0.9731037753809528,4.53175483713612,
Aves,Chloephaga picta,f,189,107,212.53208955223883,4,3456.971774486462,0.0199924738314098,removal,45.39926493773237,1.0066079558492107,4.45450454659726,1.0084877816760562,0.2793061376881443,-3.9179458992611274,0.994854430543058,4.417013896979591,
Mammalia,Cervus albirostris,f,187,107,240.70416666666665,4,4152.365064542539,0.0279144789537917,removal,99.47813076386228,7.009554120555438,31.49147751830349,5.185316032718172,0.0011392051621584,-5.397298888136427,0.5105872501809481,6.073203121969691,
Mammalia,Pudu puda,f,403,334,168.79661399548536,4,2502.345510795459,0.0176530538968134,removal,86.0439955110196,2.2098692801594706,14.739050680527154,3.1410060718977326,0.0010239611765025,-4.340684394860134,0.4732760377452449,4.692461696395931,
Aves,Parabuteo unicinctus,f,310,85,399.8397959183674,4,7633.640449260323,0.0332203632917162,removal,54.53112614667043,8.822700465568882,18.77543972636346,2.972312406752952,0.0010834193328453,-4.832631139628692,0.9993239897891188,6.316778708626508,
Aves,Ptilinopus pulchellus,m,181,108,155.75675675675677,4,3115.3650153117696,0.0277034711369152,removal,239.98687869287096,2.5762455039354464,83.58257825825123,12.83013257272824,0.001000252335418,-6.414154728315809,0.1251014891893308,6.514552970085014,
Mammalia,Litocranius walleri,f,379,334,129.64928716904276,4,2049.40129496324,0.0160617599029411,removal,121.95947178010827,6.672740976821031,48.57540245216863,7.54708727354664,0.0125656413959489,-5.994237289705901,0.3422730943908969,6.436311214053491,
Aves,Psephotellus dissimilis,m,129,68,179.5844155844156,4,2924.215074789152,0.0288891327678731,removal,95.075261317892,3.987852113333747,29.434936621961047,5.2453956832132445,0.0010207546906545,-5.231447201040181,0.3807073554845573,5.611576018213688,
Mammalia,Lynx canadensis,f,171,75,300.8752380952381,4,4974.711258786414,0.0261415925005229,removal,48.412130024982616,9.156487660804894,14.3665200180752,2.1577070531821527,0.0010488242703322,-4.536424985605509,1.4024002355739191,6.658234720458313,
Aves,Tauraco leucotis,f,281,119,253.27122302158276,4,5259.751686475891,0.0201142744293911,removal,64.36166590102948,1.08985537314331,10.12282798615017,1.8468388546185583,0.2190910727996536,-5.186105044100727,0.565269342411853,5.481164726871048,
Aves,Anas acuta,f,955,466,177.73996175908223,4,3475.2219873023096,0.0107975595960729,removal,322.15227265283465,0.340492005817568,2.6668718366073607,1.1288222668560035,0.0010013153453661,-2.2117085275542805,0.5169254236105615,2.3625258952723653,
Mammalia,Cervus albirostris,m,178,92,150.64444444444445,4,3276.021338035053,0.0496481214036951,removal,175.3137058620341,4.193446464498321,65.10205517904231,10.182100291396535,0.0010272630473207,-6.187852225343931,0.2011167216428684,6.393774694406705,
Mammalia,Elaphurus davidianus,m,1234,637,174.35388409371149,4,3231.1135339039115,0.0268650754823292,removal,140.27427575038746,3.585020216381772,41.51006549392366,7.089579172435112,0.001013939145475,-5.6022444237816,0.2670701483733311,5.855081731129872,
Mammalia,Redunca fulvorufula,m,84,62,89.96571428571428,5,477.0816715249868,0.0480052997719661,removal,129.3081801859662,0.1392764147709942,2.193826839939238,0.0014224295578347,0.5994899006546655,-1493.352427087604,262.36628208400225,1542.30965453126,7.646823097013912
Aves,Spinus cucullatus,f,113,63,101.17727272727274,4,1345.9275241124385,0.0317648040956392,removal,81.57023045606911,9.180467426075133,26.085530466001824,4.159459209602544,0.0010000056922603,-5.167810445968584,0.7284429212164093,6.271375472508701,
Mammalia,Lynx rufus,f,263,132,397.0774509803922,4,6436.072679073358,0.0312294551718254,removal,48.08320868201554,7.973529817396468,7.773183546024283,0.992208723562248,0.0010131451094858,-3.816151327244908,2.8459172643557027,7.834222136363446,
Aves,Eudyptes chrysocome,m,321,124,465.9827160493828,4,8691.357478038262,0.0267861319587454,removal,51.35171994613484,10.056860882906411,18.269509250895894,2.7141240877582256,0.0010218153522768,-4.878582696040021,1.16842683261188,6.731272653781239,
Aves,Phoenicopterus roseus,f,2458,358,286.5548780487805,5,1096.599295575639,0.0340115608386604,removal,60.681308520026505,1.0,17.459035592064595,0.0731454975612174,0.1169232686355995,-231.8534449488313,13.671381470377906,238.68913568402024,10.208108152223195
Mammalia,Dasyprocta azarae,f,359,179,212.011,4,3294.5805055010787,0.0332609754781846,removal,64.58379883808084,5.542181570641147,18.24855788219709,3.284609642980889,0.0010267925736068,-4.712117657558303,0.7167316971379344,5.555776748446716,
Aves,Anas luzonica,m,216,120,196.8233082706767,4,3161.230651115247,0.0184165426636859,removal,72.37030622991733,0.9543249603587632,1.5437519017821806,0.7238465504938598,0.0010000189027649,-1.473502112947966,1.349589318671407,2.132706028272046,
Aves,Ducula aenea,m,83,42,157.19016393442624,4,4724.150039713612,0.032941381982025,removal,157.4489193360787,0.0012297644274736,30.91127667220921,4.574799492927196,0.1899325035706343,-6.7567249313952376,0.0076654719517525,6.7568593377697,
Mammalia,Ursus maritimus,f,294,180,587.1766423357665,4,9426.277746867205,0.0181734592253905,removal,82.85157834459096,9.38215692285715,9.682031635038811,1.1990737077582303,0.0010395998180875,-4.162340597844687,2.5544974060413783,8.074592556232586,
Mammalia,Erythrocebus patas,f,654,313,323.9585858585859,4,5552.080253359301,0.0264148098426924,removal,50.69192293914966,7.093378444471728,27.982626457857187,4.002691526553611,0.0670523950905424,-6.104876449637652,0.6653872022465627,6.990952530871328,
Mammalia,Oryx leucoryx,m,2573,1057,169.05829351535837,4,3600.897074561793,0.0198527728059957,removal,92.60445043584332,6.704938763634024,35.65640759428041,5.919849935875415,0.0010254117525354,-5.456884644439279,0.4374079881824085,6.023194503326142,
Aves,Platalea ajaja,f,742,476,298.3293577981651,4,4545.782246145228,0.0077980069293938,removal,62.081040452001616,1.115911460772242,9.233370959986695,1.7673138014727616,0.1976403503175695,-4.908814282087913,0.5977246962232781,5.224522635590929,
Reptilia,Heloderma suspectum,f,158,83,652.2258823529412,4,8241.838700296808,0.0325516189043791,removal,85.1591989651788,4.651089783536505,6.745988996056881,1.3194779052102088,0.0010027554238284,-3.350146362310173,1.6344635476444496,5.112619900203757,
Mammalia,Cavia porcellus,f,2382,1525,136.83765432098764,4,1756.2232094127005,0.0071096957586786,removal,68.70807741722092,7.803511720038212,15.359386498218107,1.9024728787684917,0.1501132332557183,-6.022493548300018,1.468339794968812,8.073380004323921,
Mammalia,Halichoerus grypus,f,86,40,313.6852941176471,4,8183.572388865372,0.0411877763953266,removal,65.89489453984424,7.572502755384737,30.196368169438216,4.9281208022088885,0.0010000807230289,-5.359064408467477,0.5583909551442162,6.127359572010403,
Aves,Anser indicus,f,686,320,361.68000000000006,4,5900.55345412263,0.0107597273032521,removal,41.87106607761234,1.4466298854794544,1.3563644643007131,0.5827484183603276,0.00100286038445,-1.0863170136818043,2.0639425900515005,2.3275300654047246,
Aves,Spheniscus demersus,f,3265,1553,329.1840041819132,4,6509.678558494324,0.0210632114094512,removal,80.23954401584342,5.117754393892335,27.13358928366233,4.758083380344597,0.0010079898805709,-5.164834266720307,0.4754530870954761,5.702630053888888,
Aves,Merops apiaster,m,91,58,124.99253731343283,4,1939.999264539668,0.0412868416556528,removal,118.7188918623142,7.645527981238924,34.420035297425635,5.538942728533356,0.0010026097638214,-5.524027383274272,0.4992026319145826,6.214188697080036,
Mammalia,Sus scrofa,m,3771,1283,88.73921671018277,5,40090.63171287844,0.0725037430716363,production,8.290371211245656,66.49461929933452,0.4661735769709838,0.12383437839905,0.0032484645125193,264.7175727491498,65.84943052141654,3.7644924050796535,8.088242023475766
Aves,Somateria mollissima,f,665,448,140.5557069846678,4,2613.7560389026776,0.019359226825851,removal,130.82598065584898,1.0431409414514006,25.272811804165,4.287305320464348,0.0892744282560187,-5.77314641327167,0.2382248612220674,5.894801026540316,
Mammalia,Macaca mulatta,f,664,143,434.82329545454553,4,8866.204366709504,0.0435569463237541,removal,54.46584676299244,12.088072893709466,16.322642778870215,2.071016193724801,0.0011696937787875,-4.96307385869785,1.6787848463212431,7.8814655473617155,
Mammalia,Equus hemionus,f,603,362,474.31784897025176,4,6515.770939919436,0.0185156672435184,removal,54.3144738341216,11.28181296919142,19.10819819445279,2.750668372203166,0.0010008567862204,-4.896007038125924,1.2210999514549372,6.94674733877423,
Aves,Spatula cyanoptera,f,591,326,129.80876712328768,4,2706.420192533351,0.0178780995606648,removal,181.85642666299827,0.0081718208165509,35.14569621737044,6.595153467751821,0.0012572941440029,-5.328399176576153,0.0137067506325515,5.329018708847579,
Aves,Ducula bicolor,f,467,239,281.7405109489051,4,5077.128788456513,0.0186442915054036,removal,107.0626267348416,0.3788120685540066,10.216153464528984,2.1455833161658298,0.1295923416373166,-4.673203484901178,0.2868577052238131,4.761480660087026,
Mammalia,Rusa timorensis,m,437,76,177.40300000000002,4,4888.094557391079,0.03640051763475,removal,67.81192891299725,6.62077076271417,22.894540446880477,2.8899930271613514,0.1588144324259258,-6.776540594203303,0.8903432708069605,7.922005427593803,
Mammalia,Dama dama,f,3856,1473,230.3833683105981,4,4680.523355728821,0.0183343788324841,removal,103.76519881375134,19.923554096888147,72.62851957044415,9.92990931815781,0.0010182471803096,-6.310907835523515,0.4495087233262543,7.314117102523364,
Aves,Phoenicopterus ruber,m,2547,725,405.3293051359517,4,11402.411221781414,0.013070342571844,removal,116.15964205889031,16.568648528268024,75.53520521723961,10.251772494566374,0.0010192169218441,-6.559927172471861,0.3970494354284746,7.368014190450933,
Mammalia,Colobus guereza,m,1297,642,332.5267857142858,4,5883.177463470809,0.020944182972908,removal,106.58565279911272,5.482262854905067,26.03096216497785,4.548139932898789,0.0010316198069983,-5.120737506130639,0.5148089743627395,5.723430358130347,
Mammalia,Prionailurus bengalensis,m,610,311,199.82261410788385,4,3937.798516652442,0.022007076561038,removal,72.6750977509655,8.594969587431757,23.96539664121577,3.948770389982118,0.0010867920119809,-4.980768671026466,0.7424381684685997,6.069078288779484,
Aves,Eclectus roratus,f,750,228,259.97867132867134,4,6519.150038030602,0.0194139467183363,removal,110.97276757797226,3.966295583580168,28.511146350897377,4.673457731128531,0.0442343200391756,-5.6763107928444665,0.4261418815549039,6.100653518484396,
Aves,Rhynchopsitta pachyrhyncha,m,144,100,406.581512605042,4,5724.050297003265,0.0231218215291635,removal,71.58140411390923,6.795244706382284,27.61178204826831,4.639143936717191,0.001000755046018,-5.219531884628675,0.5619073372696518,5.951913203151723,
Mammalia,Helogale parvula,f,593,274,255.7467741935484,4,3808.928952168784,0.0215537047537621,removal,59.00475785136223,7.825825755730919,18.52482219509721,3.0750602908123232,0.0011370317512301,-4.751747261960773,0.9097277696470848,6.024214305796133,
Reptilia,Chilabothrus subflavus,f,287,178,337.1301587301588,4,4994.296960327569,0.0194589474810864,removal,374.9820559071377,0.0026442473419936,1.2561886987418578,0.8087989234918063,0.0010004759561661,-1.5515186019947438,0.063578528730749,1.5531532773542125,
Mammalia,Macaca fuscata,m,1110,466,396.0378330373002,4,6926.763252123153,0.021143588747763,removal,62.670724638039246,5.553021290305766,18.05701173834081,2.4247768636012763,0.165060396874845,-6.301817425993312,0.9718357920528296,7.446875631897345,
Mammalia,Hypogeomys antimena,f,180,156,170.0843373493976,4,1932.095941561091,0.014624665027284,removal,101.90930270869283,1.1934032072284677,4.167531587905343,0.933840840401442,0.2840418492152547,-3.823810043214722,1.169824565422292,4.46278574206906,
Aves,Leucosarcia melanoleuca,f,156,82,186.85851063829787,4,3246.698083194638,0.0290162701123917,removal,57.34564987686463,1.7408169499367987,6.797592566214098,1.2930714649492618,0.249413308692756,-4.583802405289543,1.0203614102754022,5.256934941705503,
Aves,Tragopan caboti,f,156,91,121.458,4,2007.6086521155448,0.0244832801352685,removal,378.49405160499737,0.1239940270843454,6.42650718749224,1.4492497767200956,0.2768607392611991,-4.391589549424711,0.2429725102029324,4.434368243986584,
Mammalia,Tupaia glis,m,189,149,108.48082191780824,4,1726.235612236063,0.0226900920341332,removal,108.59085434488952,8.488653466539335,29.140289521435086,4.698473109323435,0.0010023726936612,-5.298734761036093,0.6201013212949925,6.2020764711008844,
Aves,Thraupis episcopus,f,167,102,174.17241379310346,4,2874.252381573664,0.0247517595864293,removal,169.72175527806394,1.6005710747723243,27.08270426163784,4.83268547300888,0.034818636209597,-5.438470778005747,0.2617875274769305,5.604069292921698,
Mammalia,Muntiacus muntjak,f,292,151,196.33257142857144,4,4266.3569372245,0.0205593679425928,removal,126.26773525495082,0.8244217095870905,8.03749523040764,2.188627905213391,0.0015106402792978,-3.48404786279586,0.4148611602119392,3.6723899988947575,
Reptilia,Sauromalus ater,f,147,92,273.3902173913044,4,3991.618352040118,0.0170679423895986,removal,51.48072735639289,0.7469478696756036,4.314824825335445,1.0433674840495888,0.24564467874243,-3.777528963429265,0.8283385023076923,4.135479484743432,
